Date (UTC)	Transaction ID	Customer ID	Subscription ID	Total	Currency
2/2/24 21:14	in_1OfU3kI9Qa85Sr7CbsLkr0Ih	cus_KsCqHsdRYhgxZR		513.55	usd
2/2/24 21:14	in_1OfU3jI9Qa85Sr7CX4RYdCDS	cus_HM93fO1F608Mf6		1200	usd
2/2/24 21:14	in_1OfU3jI9Qa85Sr7CTNrPGoqd	cus_HmO9HaGFDbSvXH		687.84	usd
2/2/24 21:14	in_1OfU3iI9Qa85Sr7CctBPZgz3	cus_KbTupB0Gk6eYcy		191.98	usd
2/2/24 21:14	in_1OfU3hI9Qa85Sr7CKiMbV1oQ	cus_AIkhvrZMkGz3NT		800	usd
2/2/24 21:14	in_1OfU3gI9Qa85Sr7CfqtKwLiK	cus_IhNDnPsPFz4CfL		202.76	usd
2/2/24 21:15	in_1OfU4vI9Qa85Sr7C7SpAElkH	cus_Lv9sYk4NFXVM54		44.55	usd
2/2/24 21:15	in_1OfU4uI9Qa85Sr7CyyCxjsQf	cus_PKUnGVhrcJ9vEB		210	usd
2/2/24 21:15	in_1OfU4tI9Qa85Sr7CkxQq09fF	cus_PB9OoA5vDfUJ7z		531.63	usd
2/2/24 21:15	in_1OfU4tI9Qa85Sr7CGFm0ylnX	cus_N6UFOm5fGfbBfi		552.24	usd
2/2/24 21:15	in_1OfU4sI9Qa85Sr7Ck3Ejc12s	cus_KtO9nPRbThGuuR	sub_1KDbNlI9Qa85Sr7CNW8HOE8B	499	usd
2/2/24 21:15	in_1OfU4sI9Qa85Sr7C8GUy7BK5	cus_Luj2UZDRASKLxb		164.04	usd
2/2/24 21:15	in_1OfU4rI9Qa85Sr7C0hz7EuhI	cus_Ci3s74iEm9fvgD		45	usd
2/2/24 21:15	in_1OfU4qI9Qa85Sr7CtK7vkXnb	cus_HGmXORyuE5nbqT		136.15	usd
2/2/24 21:15	in_1OfU4pI9Qa85Sr7CAxceRUEV	cus_PHAqn3enJdkV66		313.76	usd
2/2/24 21:15	in_1OfU4oI9Qa85Sr7CYCiFZUEx	cus_GLWDiYKB2eiZw3		308.43	usd
2/2/24 21:15	in_1OfU4nI9Qa85Sr7ClTlVYbVf	cus_IUcE86y9vCz8sf		476.21	usd
2/2/24 21:15	in_1OfU4nI9Qa85Sr7Ci6N21Ohs	cus_G3GcDNJ4qoJXyT		1004.16	usd
2/2/24 21:15	in_1OfU4mI9Qa85Sr7CwSHx8NqI	cus_Nitxf4O444vRLk		312.12	usd
2/2/24 21:15	in_1OfU4mI9Qa85Sr7CyJLUTPGm	cus_GsfOdQDvkWu6xL		515.92	usd
2/2/24 21:15	in_1OfU4lI9Qa85Sr7C92OMSP6Q	cus_K3ZuzGGLCAUhpi		351.31	usd
2/2/24 21:15	in_1OfU4kI9Qa85Sr7CaxzFWs7n	cus_Lmckn3QvawADag		2609.76	usd
2/2/24 21:15	in_1OfU4jI9Qa85Sr7CmnPyN6UO	cus_LIP9jLkCmvMNX4		120	usd
2/2/24 21:15	in_1OfU4iI9Qa85Sr7CU16EPkbv	cus_OvKRhpAY0DANm6		98.37	usd
2/2/24 21:15	in_1OfU4iI9Qa85Sr7CottSuqv1	cus_P0mdi3lQGpUuP0		943.29	usd
2/2/24 21:15	in_1OfU4hI9Qa85Sr7CzBFL5Ajs	cus_NM8uKVTtnvOgN9		376.02	usd
2/2/24 21:15	in_1OfU4gI9Qa85Sr7CcrKDVogO	cus_Lq8MHJw7y9QQB3		70	usd
2/2/24 21:15	in_1OfU4gI9Qa85Sr7CPtMrutMr	cus_JV7zccSRNdcv4E		2.97	usd
2/2/24 21:15	in_1OfU4fI9Qa85Sr7CaQvqrVDq	cus_HEQLACXZqb2Pf1		284.3	usd
2/2/24 21:15	in_1OfU4eI9Qa85Sr7CvEtTShB2	cus_LvEYypYs9dTP2o		679.51	usd
2/2/24 21:15	in_1OfU4eI9Qa85Sr7CFgSvbOAJ	cus_JHHgrOBFMI7u1h		99	usd
2/2/24 21:30	in_1OfUJMI9Qa85Sr7CoVU2f68J	cus_NLMQ902cWpZSV9	sub_1OUFX8I9Qa85Sr7Cqz9dDCCN	0	usd
2/2/24 22:20	in_1OfV5yI9Qa85Sr7Cv3lDaeuL	cus_8ZCppjxhVqeDvJ	sub_A7Tbd6hZgJa0eY	0	usd
2/2/24 23:05	in_1OfVnQI9Qa85Sr7C8x65S378	cus_P7GNRnHiJcfKL0	sub_1OJ2EkI9Qa85Sr7CrntnEIpB	499	usd
2/2/24 23:47	in_1OfWSbI9Qa85Sr7CU7fuMiHS	cus_JP2AM2YWTW2fcy	sub_JPeJkISdbK2vi4	499	usd
2/3/24 2:04	in_1OfYbCI9Qa85Sr7CcNV3GxKN	cus_IsLQ2kmohJDuW5	sub_IsLQdDupXX2KRc	499	usd
2/3/24 4:51	in_1OfbCSI9Qa85Sr7C6E0fD3Le	cus_OC2o9bmWXoU3TF	sub_1NPej0I9Qa85Sr7CrXdIy2Qy	499	usd
2/3/24 4:55	in_1OfbGTI9Qa85Sr7CIAkx0aM9	cus_ONepXDtd6p9czd	sub_1NatYbI9Qa85Sr7CqVR64Xfn	1347.3	usd
2/3/24 5:45	in_1Ofc38I9Qa85Sr7CH59p8kO4	cus_K9oq2dktWhNXdD	sub_K9orjD7MIhd3jW	499	usd
2/3/24 7:07	in_1OfdJaI9Qa85Sr7C0cwHvxud	cus_KtXh97Hb7Fi7Bb	sub_1KDkcvI9Qa85Sr7CAMcmMcCO	499	usd
2/3/24 7:15	in_1OfdRqI9Qa85Sr7C09ThBi6X	cus_MlL2XtzyueWFA4	sub_1MM4hhI9Qa85Sr7CG8wdhEjW	59	usd
2/3/24 8:13	in_1OfeM1I9Qa85Sr7C2AcH4hCM	cus_OvKRhpAY0DANm6	sub_1O8IV6I9Qa85Sr7Chp8X3aw1	499	usd
2/3/24 8:40	in_1OfemTI9Qa85Sr7C9kKMjzre	cus_HD3UaeL52DtCPW	sub_HD3UX8fDjfULzW	499	usd
2/3/24 9:31	in_1OffZ5I9Qa85Sr7CFsMV0eOl	cus_PUCtGJXNY3RoXd	sub_1OffZ5I9Qa85Sr7CrQHSgRc6	0	usd
2/3/24 9:46	in_1OffnxI9Qa85Sr7CMHXGTFmu	cus_KB5t1Vas7jI0w9	sub_1Jrg2gI9Qa85Sr7CLtgUqrhy	1299	usd
2/3/24 10:28	in_1OfgSLI9Qa85Sr7CvP8tftGC	cus_NSQTGp4DM93AAK	sub_1MhVpgI9Qa85Sr7CN9KyCvaD	499	usd
2/3/24 11:56	in_1Ofhq7I9Qa85Sr7CqVoOUtCA	cus_J2zH1lJMEYCwr7	sub_J2zIrj8LY3zSJS	499	usd
2/3/24 12:40	in_1OfiWMI9Qa85Sr7COg3V5UWS	cus_OaGykHM6HVSy5j	sub_1Nx7tNI9Qa85Sr7C5VcHxJHs	543.29	usd
2/3/24 13:18	in_1Ofj6uI9Qa85Sr7ChfvtxWKG	cus_GfPdFBevWSl1uO	sub_GfPdzY2FFrAHH3	899	usd
2/3/24 13:27	in_1OfjGEI9Qa85Sr7ChNgJTIsa	cus_IufoGTK2xcpNQv	sub_J30kinTC9VtCzY	499	usd
2/3/24 13:38	in_1OfjQDI9Qa85Sr7CrEVsF4Sf	cus_GfPx5NHJNMmgA2	sub_GfPxH1lT82tr03	2300	usd
2/3/24 14:27	in_1OfkCBI9Qa85Sr7C02miQjEd	cus_M2n1L6nbXYNiff	sub_1N3gejI9Qa85Sr7CVSubAl3d	1402.92	usd
2/3/24 14:48	in_1OfkVjI9Qa85Sr7CWK4cJ2bz	cus_JO6a5GS8i6060l	sub_JPspo8pyqDYmzW	499	usd
2/3/24 15:09	in_1OfkqrI9Qa85Sr7CG8ADLHLr	cus_HOlkKP987WhCYn	sub_HOlkOBcdaTn4ik	250	usd
2/3/24 15:15	in_1OfkwRI9Qa85Sr7CvjuGjXPh	cus_Lccg4kU9Ozb8Xw	sub_1KvNRQI9Qa85Sr7CRIjbjJDv	499	usd
2/3/24 15:25	in_1Ofl5aI9Qa85Sr7CsvCqF0us	cus_OwFpkmjsi76WF5	sub_1O8PEkI9Qa85Sr7CLRptz1Ys	499	usd
2/3/24 15:37	in_1OflHLI9Qa85Sr7CJXjFTfhZ	cus_NpMR9ufFkbvwnh	sub_1N3hjpI9Qa85Sr7CzIjeCyi3	499	usd
2/3/24 15:50	in_1OflU2I9Qa85Sr7C6hOKNzIx	cus_N6PYGinTSUzl0e	sub_1MMCjxI9Qa85Sr7CiAe5K8is	499	usd
2/3/24 16:23	in_1OflzrI9Qa85Sr7C08MHhb9N	cus_LL97GVL9dXljhI	sub_1NxBMqI9Qa85Sr7CjkTqyYBC	59	usd
2/3/24 16:26	in_1Ofm30I9Qa85Sr7CkX4NSwBY	cus_H1wDNwIX3wRazy	sub_H1wDhNwCsUzmF5	269	usd
2/3/24 16:33	in_1Ofm9JI9Qa85Sr7C11IkhrX2	cus_MuWShioMxv04Bw	sub_1MMDPfI9Qa85Sr7COprAaJ9Q	499	usd
2/3/24 16:44	in_1OfmKjI9Qa85Sr7CV0okSiWN	cus_N6QRWszzte5GRS	sub_1MMDbII9Qa85Sr7CBrfQJYh3	499	usd
2/3/24 16:53	in_1OfmTHI9Qa85Sr7Cxjzu0GEg	cus_PUCtGJXNY3RoXd	sub_1OfmTHI9Qa85Sr7CfPmef2g8	0	usd
2/3/24 17:08	in_1OfmhEI9Qa85Sr7CypRZ8jXn	cus_OkhQT7QW7g8EUw	sub_1NxC3wI9Qa85Sr7CRn0b3r8z	499	usd
2/3/24 17:16	in_1OfmovI9Qa85Sr7C2wu5yUpA	cus_J34EcCZ5Prx74Q	sub_J34R5GvvsJw5Tm	499	usd
2/3/24 17:18	in_1OfmrgI9Qa85Sr7C1eWkYL8K	cus_L9rG3QKG1iOyaf	sub_1MhcFUI9Qa85Sr7Cd45iLeu8	499	usd
2/3/24 17:18	in_1OfmrcI9Qa85Sr7C6hfaEod6	cus_LoGe6Wcj1lDS5H	sub_1L6e8pI9Qa85Sr7CfvgSrrkF	499	usd
2/3/24 17:25	in_1OfmxlI9Qa85Sr7CW7r6u7ud	cus_OOf0kYIyDAKYVv	sub_1NmK1oI9Qa85Sr7CCxJ2xHOh	499	usd
2/3/24 17:58	in_1OfnTyI9Qa85Sr7CDAiBRpxT	cus_IVMn9p9F7pDZqw	sub_IVMnUlNXLIx9pO	250	usd
2/3/24 18:05	in_1OfnaUI9Qa85Sr7CsU2Pdm8H	cus_JbXzuP5avBchFL	sub_JbY0a1Y9n19lri	499	usd
2/3/24 18:22	in_1OfnrJI9Qa85Sr7CjxUkSPUs	cus_JbYHJuU16Iqrt1	sub_JbYIfdkBTjXgxE	59	usd
2/3/24 18:34	in_1Ofo3BI9Qa85Sr7C974p9kWV	cus_MT5V9tF83PJjy8	sub_1LotTYI9Qa85Sr7CO0dyhdoE	499	usd
2/3/24 19:32	in_1OfowzI9Qa85Sr7C82nZ5UV2	cus_ONswJQCFMvHycB	sub_1Nb7G1I9Qa85Sr7CleGRzuT8	0	usd
2/3/24 19:50	in_1OfpEQI9Qa85Sr7CXSnaGycE	cus_JyQRWLHZNP1bUt	sub_JyQTxvK9nNWtAc	269	usd
2/3/24 20:08	in_1OfpVNI9Qa85Sr7CO92AmgBA	cus_MjcwOrvq3ueA2A	sub_1M09hDI9Qa85Sr7CVwEsIV9A	499	usd
2/3/24 21:13	in_1OfqWxI9Qa85Sr7COIiw1gnI	cus_NSb6STf6SPbnGc	sub_1MhfucI9Qa85Sr7C6GyyNAf6	499	usd
2/3/24 21:58	in_1OfrDpI9Qa85Sr7CefpSpz0D	cus_PJEdlDmZ47f2D8	sub_1OUcQuI9Qa85Sr7CwC4oKCbD	499	usd
2/3/24 22:02	in_1OfrIDI9Qa85Sr7C7vWapDeg	cus_JPzZxL3GJ5FH63	sub_JPzpMyDqpG9RyC	499	usd
2/3/24 22:18	in_1OfrXBI9Qa85Sr7ChuIdIM6e	cus_Bhcjz82cTbG0Zu	sub_Bhcj0mCGwuzZ5e	59	usd
2/3/24 22:19	in_1OfrYhI9Qa85Sr7CAFE9097t	cus_IKCEQFZgDdkk18	sub_IKCEK3WdS2dA5X	250	usd
2/3/24 22:51	in_1Ofs3iI9Qa85Sr7CaCAzGCLB	cus_LciQV7OaVs2UaF	sub_1KvUYoI9Qa85Sr7CGBrcq6Aa	2299	usd
2/3/24 23:02	in_1OfsEMI9Qa85Sr7CJjgLKozb	cus_NAVSevy57iGGGx	sub_1MXYGnI9Qa85Sr7CxZabz7cb	499	usd
2/4/24 2:50	in_1OfvnHI9Qa85Sr7COvoqohiO	cus_Gfcj9eAOazbbDe	sub_GfcjsXGVhZfhYa	269	usd
2/4/24 5:59	in_1OfyjOI9Qa85Sr7C7l8X6Ww2	cus_FBtSxS1022g7bo	sub_FBtSG5WTdLA3Vu	59	usd
2/4/24 7:29	in_1Og092I9Qa85Sr7CrI2v4p4w	cus_HlsKA4013zsRJS	sub_HlsKkTisquqhKP	499	usd
2/4/24 7:34	in_1Og0DGI9Qa85Sr7ClC3fjYdx	cus_HlsPKOX0CWitUO	sub_HlsPl3Y6XupLu8	499	usd
2/4/24 7:48	in_1Og0R2I9Qa85Sr7C0z0YsBsM	cus_LzjSDYmee1DCH0	sub_1LHk0BI9Qa85Sr7CiSgy9ocD	499	usd
2/4/24 8:03	in_1Og0fkI9Qa85Sr7CgHn9FgnF	cus_NeNX0gncIFuduQ	sub_1Mt4p3I9Qa85Sr7CJH2pUBqC	269	usd
2/4/24 8:44	in_1Og1JMI9Qa85Sr7CpLtboWll	cus_OZhnsFiMWjNCPz	sub_1NmYNsI9Qa85Sr7Cfl7WTNWQ	499	usd
2/4/24 9:24	in_1Og1w1I9Qa85Sr7C5E7i6hH5	cus_LhpxziE0W3nb1Z	sub_1Lp7LwI9Qa85Sr7CIIUsRz7E	59	usd
2/4/24 10:36	in_1Og341I9Qa85Sr7CcC3VZZ1G	cus_NeOnuXBrSsQeUk	sub_1Mt7DCI9Qa85Sr7CW822MijN	269	usd
2/4/24 11:23	in_1Og3n6I9Qa85Sr7CdHFpY5NS	cus_N6iNbKWT7iEi2h	sub_1MMV3gI9Qa85Sr7CtdHplWIe	499	usd
2/4/24 12:01	in_1Og4NkI9Qa85Sr7CFNVfDSSr	cus_MLAlrw93qUNj8M	sub_1M0OYvI9Qa85Sr7CAayfZ2oD	543.29	usd
2/4/24 12:26	in_1Og4lzI9Qa85Sr7ChZuE8vGz	cus_FBzhw4tuWy2utv	sub_FBzh41SZWvIitT	269	usd
2/4/24 13:31	in_1Og5nKI9Qa85Sr7CSvDgcAkr	cus_KLY2eKX54O5GKB	sub_1JgrG8I9Qa85Sr7CHaOtsKwS	499	usd
2/4/24 14:10	in_1Og6PAI9Qa85Sr7Cv0l5BmC3	cus_OZmtIX69OBUd0o	sub_1NmdTVI9Qa85Sr7CZMfK24NX	499	usd
2/4/24 14:25	in_1Og6diI9Qa85Sr7CATwTR5i8	cus_JQFgKZ9QSJ1wck	sub_JQFhxCZVkiNYUO	1299	usd
2/4/24 14:31	in_1Og6j0I9Qa85Sr7CIvcaltrt	cus_IiSXbdLOMQpIuG	sub_J3P00QGyAmEd9U	499	usd
2/4/24 14:59	in_1Og7ADI9Qa85Sr7Cevge49mr	cus_IKSLxkYIfnCbM3	sub_IKSLN7cp9ZHpKb	499	usd
2/4/24 15:12	in_1Og7NEI9Qa85Sr7CnOrtY5so	cus_Hxbn7eCM2kV9Bv	sub_Hxbnmww9CPz8wW	499	usd
2/4/24 15:32	in_1Og7gdI9Qa85Sr7C6h7CyHXI	cus_LnDOTKHxEZSJ2B	sub_1LHrGLI9Qa85Sr7CfKK7dhR2	499	usd
2/4/24 15:51	in_1Og7yYI9Qa85Sr7CQmLVtZhU	cus_Ld0JHuDEnRUyoJ	sub_1KvkTFI9Qa85Sr7Cq7K5P5tS	59	usd
2/4/24 16:30	in_1Og8aQI9Qa85Sr7Cepc2auF9	cus_M0Cl387UR2e7Fp	sub_1LT6wEI9Qa85Sr7CyGquYRxU	499	usd
2/4/24 16:33	in_1Og8deI9Qa85Sr7CiLGJ7THM	cus_Mjw3ndrf9rfueI	sub_1M0SphI9Qa85Sr7COaSLtzzR	59	usd
2/4/24 17:06	in_1Og990I9Qa85Sr7Cq10i8sdw	cus_MBUScDUUAlx9QB	sub_1LT7UCI9Qa85Sr7CzXRx7SVr	2299	usd
2/4/24 17:08	in_1Og9BfI9Qa85Sr7CeeXwkoOC	cus_NoUK0xYmVFaAIB	sub_1N45dSI9Qa85Sr7CcQo9Iivl	499	usd
2/4/24 17:45	in_1Og9kjI9Qa85Sr7CPzLtKxEd	cus_IKV288Ycz2o5EA	sub_IKV2X9ikYvIlhQ	250	usd
2/4/24 17:48	in_1Og9o0I9Qa85Sr7CAAvdTRiH	cus_IsxrpgDv8GaGOm	sub_IsxrtATv45O0Dl	59	usd
2/4/24 17:48	in_1Og9nUI9Qa85Sr7CpNubbPT9	cus_N6oczKaY03Yv57	sub_1MMb3PI9Qa85Sr7Cv7OXra6P	499	usd
2/4/24 17:57	in_1Og9wJI9Qa85Sr7CYAxwhcfg	cus_LXebmHoqAplW5x	sub_1OJgNoI9Qa85Sr7CAo4pQUlU	499	usd
2/4/24 18:13	in_1OgACKI9Qa85Sr7CBWEjFAND	cus_IsyHiRImXO6zTw	sub_IsyH3IiW1niBfN	499	usd
2/4/24 18:44	in_1OgAgQI9Qa85Sr7CZw39GjnK	cus_HF5m21zHZi9O92	sub_HG0iLzymXjYOWK	16800	usd
2/4/24 18:59	in_1OgAuEI9Qa85Sr7CnQv1eMzk	cus_KXFd3MMGpyDmou	sub_1JsB90I9Qa85Sr7CondsKcoX	543.29	usd
2/4/24 19:12	in_1OgB6rI9Qa85Sr7C2nfPwRwI	cus_IhNDnPsPFz4CfL	sub_IhNDtH46YA1dRd	2299	usd
2/4/24 20:35	in_1OgCPgI9Qa85Sr7CJ3j6AM8A	cus_JQJZubyL0gCvEs	sub_JQLeNHiw2R8skW	499	usd
2/4/24 20:42	in_1OgCVsI9Qa85Sr7CUL9cPrSr	cus_Mk0idH4fBmGHaZ	sub_1M0WhuI9Qa85Sr7Cp54N0MPG	499	usd
2/4/24 21:30	in_1OgDH5I9Qa85Sr7Ck6pYOzMg	cus_E5xOunHF9pe94l	sub_E5xOutNxXWghVE	286.75	usd
2/4/24 21:52	in_1OgDcMI9Qa85Sr7CcZP98yKA	cus_MvFEhdPfWh2n5h	sub_1MBQ6JI9Qa85Sr7Cs9PZSTUJ	499	usd
2/4/24 23:32	in_1OgFARI9Qa85Sr7C6tief2P9	cus_L5mnREGiE5QRIs	sub_1KPbFOI9Qa85Sr7CShf6Vzk1	499	usd
2/4/24 23:57	in_1OgFZ5I9Qa85Sr7CDGjR5Fuj	cus_Ab60aiRa7SWNE1	sub_Ab60SjFD1VbURB	899	usd
2/5/24 2:27	in_1OgHucI9Qa85Sr7CM7WCXSms	cus_HPJvg5mV3smXVc	sub_HPJvBGFfT8qoj0	499	usd
2/5/24 2:53	in_1OgIJ4I9Qa85Sr7CDwVYpf99	cus_KXMqfTQbwvulYu	sub_1JsIXSI9Qa85Sr7CUJEjFh5m	96750	usd
2/5/24 3:33	in_1OgIwEI9Qa85Sr7CWngvgVes	cus_Ay0Hh8MML9t8rl	sub_Ay0HrghFqiECMj	59	usd
2/5/24 8:18	in_1OgNO4I9Qa85Sr7Cj1UXql2O	cus_O1biKYjdCk9em1	sub_1NFYc8I9Qa85Sr7COU6db3MN	499	usd
2/5/24 8:52	in_1OgNuSI9Qa85Sr7C9LmnPB5u	cus_OC5aWnrxZ2PJwI	sub_1NQRRII9Qa85Sr7CI1cxgPnG	499	usd
2/5/24 9:29	in_1OgOU7I9Qa85Sr7CjqfMmyJM	cus_NT9seHuJSevB15	sub_1MiDs9I9Qa85Sr7CHgLAfUDn	499	usd
2/5/24 9:44	in_1OgOirI9Qa85Sr7C8MIeEXNw	cus_NemQFXO6FQXQlY	sub_1MtSsUI9Qa85Sr7CU0ALI7M9	499	usd
2/5/24 10:15	in_1OgPDII9Qa85Sr7CWlEZzyMu	cus_OTMKPfllvfP7JT	sub_1NmwHKI9Qa85Sr7CMqqgQdN0	59	usd
2/5/24 10:44	in_1OgPf6I9Qa85Sr7CTjZi4YAj	cus_I99TfBNtUyhbkD	sub_I99TPp8HK4rcll	59	usd
2/5/24 11:18	in_1OgQCJI9Qa85Sr7CzrZ7pH0C	cus_MvUNMx2gpWGcQj	sub_1MMrSEI9Qa85Sr7CxoFFJkgt	59	usd
2/5/24 12:23	in_1OgRCWI9Qa85Sr7ChvfRXRGB	cus_OlNEfSiWhZwa1l	sub_1NxqZUI9Qa85Sr7CVwFGxdOI	499	usd
2/5/24 12:26	in_1OgRG0I9Qa85Sr7CGKlLLLsM	cus_HPTaFaOqws1Dw9	sub_HPTadBX1icRjc3	59	usd
2/5/24 12:29	in_1OgRJ8I9Qa85Sr7CxFnuv4px	cus_LowRZJBYnyGEBX	sub_1L7IZsI9Qa85Sr7CWvDVno42	499	usd
2/5/24 13:10	in_1OgRwMI9Qa85Sr7CyelSLCuf	cus_NepkZQH6CGbWvS	sub_1MtW5eI9Qa85Sr7CfS2GdEmv	499	usd
2/5/24 13:25	in_1OgSBNI9Qa85Sr7C3Y0OHkL2	cus_PVT54lWX8lb5ov	sub_1OgSBNI9Qa85Sr7CEMIVovpD	0	usd
2/5/24 13:27	in_1OgSDGI9Qa85Sr7C2lhUZeR5	cus_P8F7OoQ3wTqUEi	sub_1OJyeaI9Qa85Sr7CDD2Qve1U	499	usd
2/5/24 13:38	in_1OgSNwI9Qa85Sr7CUjTnZBg7	cus_HPUk3AqMVnMwaG	sub_HPUkP0RmbghbF1	269	usd
2/5/24 14:04	in_1OgSmiI9Qa85Sr7CtaTvM8a3	cus_IhfTdlCVM4x0c5	sub_IhfTz8J8j4bHAd	499	usd
2/5/24 14:19	in_1OgT1XI9Qa85Sr7C2ZmIx5a7	cus_FNdXiouucpgf77	sub_FNdXmzrRf6O5Kj	59	usd
2/5/24 14:30	in_1OgTBoI9Qa85Sr7Cl5NPPI12	cus_Jm1DqQfaCPEsZh	sub_Jz5lMKpl7wt8Ni	536.43	usd
2/5/24 14:36	in_1OgTI4I9Qa85Sr7COkQcfwJj	cus_Nq5tifeMN1BVv5	sub_1N4PjkI9Qa85Sr7CetycGcUz	499	usd
2/5/24 15:01	in_1OgTfYI9Qa85Sr7CGAAqQoKb	cus_HDu3l12t2cERik	sub_HDu3TPypQGYzZE	499	usd
2/5/24 15:21	in_1OgTzGI9Qa85Sr7C6VAPMBh9	cus_Nerr9UjIMnHadR	sub_1MtY8hI9Qa85Sr7C8mE1slCT	499	usd
2/5/24 16:00	in_1OgUbMI9Qa85Sr7CZd5EbW5F	cus_OCy32RR9I6dEU8	sub_1NQY7II9Qa85Sr7CIwwBrUeJ	499	usd
2/5/24 16:23	in_1OgUwkI9Qa85Sr7C3BBxueLN	cus_HmO9HaGFDbSvXH	sub_HmOAia8tsXmh5N	272.19	usd
2/5/24 17:06	in_1OgVckI9Qa85Sr7CSNIPMlLu	cus_JB1pyxnQJGKEgg	sub_JFQjU6mVnPUGKF	499	usd
2/5/24 17:09	in_1OgVfuI9Qa85Sr7CAUcJi4OB	cus_Hhci3hHMNy4ORD	sub_1Lpb69I9Qa85Sr7CLiF1iB7j	499	usd
2/5/24 17:34	in_1OgW3tI9Qa85Sr7CRoqzoMcO	cus_Jw9cxH1tDRFDPw	sub_Jz8j5lQEVHh1sk	59	usd
2/5/24 18:16	in_1OgWivI9Qa85Sr7CluLlKVfM	cus_7PS8873jnw5PHs	sub_Ihj7EsoU5XizgZ	269	usd
2/5/24 19:03	in_1OgXSHI9Qa85Sr7CQkiKhYo7	cus_HDxyhQ2fZfwC7B	sub_HDxz0hkZcdcLne	250	usd
2/5/24 19:13	in_1OgXbZI9Qa85Sr7CFHcYcX3J	cus_P7zwe3WQiBNRdn	sub_1OK42fI9Qa85Sr7CNuM1nCLj	499	usd
2/5/24 20:11	in_1OgYVdI9Qa85Sr7CAKUESaop	cus_Jz8NWaObXCfmFf	sub_JzBF6lwxCFyGS4	499	usd
2/5/24 21:27	in_1OgZh8I9Qa85Sr7CD7E9ygxG	cus_NTLg39uyFBDf1e	sub_1MiP4iI9Qa85Sr7Cikc1e2Lp	499	usd
2/5/24 21:47	in_1Oga1BI9Qa85Sr7C2a1RNUY1	cus_IDOXgpQPad13og	sub_1JsaFUI9Qa85Sr7CzYnokR7S	499	usd
2/5/24 22:01	in_1OgaEAI9Qa85Sr7CBS02bsaJ	cus_OaCwWnbgee9aTv	sub_1Nn7HWI9Qa85Sr7CmPfh32sT	499	usd
2/5/24 22:08	in_1OgaLFI9Qa85Sr7CP1oyFiC9	cus_OaCwWnbgee9aTv	sub_1Nn7ILI9Qa85Sr7CKerUb4QI	59	usd
2/5/24 22:23	in_1OgaZKI9Qa85Sr7CNDDeI24q	cus_ItPVpGoBVSvYmR	sub_ItPWeQs4djCMZd	250	usd
2/5/24 22:47	in_1OgaxAI9Qa85Sr7CtFwofvBm	cus_J3u3fooq5G2JY9	sub_J3uFfrcFKXLl6d	499	usd
2/6/24 1:04	in_1Ogd5AI9Qa85Sr7CwjyfqVsW	cus_OlSzmjFbrkel61	sub_1Ny2SOI9Qa85Sr7CtiX1Xhd7	525.95	usd
2/6/24 1:35	in_1OgdYwI9Qa85Sr7CVDRsmpzO	cus_O1sW1whA29Fmp0	sub_1NFompI9Qa85Sr7CB9zYxPK6	499	usd
2/6/24 2:20	in_1OgeGmI9Qa85Sr7CjO6U7XWQ	cus_KYz9ZpYS1kZLNy	sub_1K3WoHI9Qa85Sr7CiIpTzYNS	499	usd
2/6/24 4:49	in_1OggbZI9Qa85Sr7CrYyh6Cfb	cus_JENR7hc7jzlA1A	sub_JQqrAaobMsieEO	541.91	usd
2/6/24 5:30	in_1OghFHI9Qa85Sr7CtfxEHUUl	cus_JXQzST6KBT17Os	sub_JXnVOqpa8fP3dm	9000	usd
2/6/24 5:35	in_1OghK7I9Qa85Sr7Cff2iLE7c	cus_NdXyST3xqnooba	sub_1MsJ4II9Qa85Sr7CdLtmwcPy	449.1	usd
2/6/24 7:01	in_1OgieUI9Qa85Sr7CoaxeLQlX	cus_G8tuz1fZ2x98mL	sub_Ihvs8urtc4HIRd	269	usd
2/6/24 7:30	in_1Ogj6hI9Qa85Sr7CAeLRnaZt	cus_PVkXMr10NRC6Lb	sub_1Ogj6hI9Qa85Sr7CFbdba06S	499	usd
2/6/24 8:03	in_1OgjdLI9Qa85Sr7CNdk9XhkN	cus_LSOBTHdWfm3tfR	sub_1KlTq6I9Qa85Sr7CzCfX4B0r	499	usd
2/6/24 8:10	in_1OgjjUI9Qa85Sr7CBBWXCzNu	cus_EnZYi34XhQgTdo	sub_1LITJKI9Qa85Sr7CvMAvfWFl	499	usd
2/6/24 8:32	in_1Ogk4sI9Qa85Sr7CjgM1FsAA	cus_NHHj3OOJxlCNEk	sub_1MiZS2I9Qa85Sr7CVFJzOElR	499	usd
2/6/24 9:14	in_1OgkjbI9Qa85Sr7Cl41GLVN7	cus_NjZlcYqA38dWln	sub_1OKHB3I9Qa85Sr7CdZo0C7dN	269	usd
2/6/24 9:15	in_1OgkkoI9Qa85Sr7Ca9WZxI0H	cus_KMEfp8VXmaG59f	sub_1JhWDbI9Qa85Sr7CuX9rlaR6	499	usd
2/6/24 9:29	in_1OgkyWI9Qa85Sr7CSA1jkYuI	cus_Imr6f6W4mANAkM	sub_Jnm9q82C8XsVow	269	usd
2/6/24 9:49	in_1OglHmI9Qa85Sr7Cn2AItonx	cus_IL7oPDD6QOFwWk	sub_IL7oHZm2zZtxsN	499	usd
